day,event,content,mental_state,personality
187,intent,Agent_09019 is preparing to fight the Entity.,hopeful,aggressive
187,intent,Agent_86364 is preparing to fight the Entity.,determined,brave
187,training,"Agent_7d1ba trained in the village: +1 health, +1 attack, +1 defense.",determined,curious
187,training,"Agent_248d7 trained in the village: +1 health, +0 attack, +1 defense.",hopeful,cautious
187,training,"Agent_2ad13 trained in the village: +2 health, +1 attack, +1 defense.",hopeful,brave
187,training,"Agent_9f46d trained in the village: +1 health, +0 attack, +0 defense.",determined,aggressive
187,rest,Agent_cd3a2 took time to rest and feels more at peace.,hopeful,curious
187,rest,Agent_e3fcf took time to rest and feels more at peace.,hopeful,empathetic
187,training,"Agent_3d10e trained in the village: +2 health, +0 attack, +0 defense.",hopeful,cautious
187,training,"Agent_65c82 trained in the village: +1 health, +1 attack, +0 defense.",hopeful,brave
188,training,"Agent_07080 trained in the village: +1 health, +0 attack, +0 defense.",hopeful,brave
188,intent,Agent_7077c is preparing to fight the Entity.,hopeful,empathetic
188,training,"Agent_09019 trained in the village: +2 health, +0 attack, +0 defense.",hopeful,aggressive
188,intent,Agent_a1e8a is preparing to fight the Entity.,hopeful,aggressive
188,intent,Agent_86364 is preparing to fight the Entity.,determined,brave
188,intent,Agent_2ad13 is preparing to fight the Entity.,hopeful,brave
188,training,"Agent_9f46d trained in the village: +2 health, +0 attack, +1 defense.",determined,aggressive
188,rest,Agent_cd3a2 took time to rest and feels more at peace.,hopeful,curious
188,rest,Agent_e3fcf took time to rest and feels more at peace.,hopeful,empathetic
188,training,"Agent_3d10e trained in the village: +2 health, +0 attack, +0 defense.",hopeful,cautious
188,training,"Agent_65c82 trained in the village: +1 health, +0 attack, +0 defense.",hopeful,brave
189,intent,Agent_07080 is preparing to fight the Entity.,hopeful,brave
189,intent,Agent_7077c is preparing to fight the Entity.,hopeful,empathetic
189,training,"Agent_09019 trained in the village: +2 health, +1 attack, +1 defense.",hopeful,aggressive
189,training,"Agent_a1e8a trained in the village: +1 health, +0 attack, +1 defense.",hopeful,aggressive
189,training,"Agent_86364 trained in the village: +2 health, +0 attack, +1 defense.",determined,brave
189,rest,Agent_1164b took time to rest and feels more at peace.,hopeful,curious
189,training,"Agent_7d1ba trained in the village: +2 health, +1 attack, +0 defense.",determined,curious
189,training,"Agent_248d7 trained in the village: +1 health, +0 attack, +1 defense.",hopeful,cautious
189,training,"Agent_2ad13 trained in the village: +2 health, +0 attack, +1 defense.",hopeful,brave
189,intent,Agent_9f46d is preparing to fight the Entity.,determined,aggressive
189,rest,Agent_cd3a2 took time to rest and feels more at peace.,hopeful,curious
189,rest,Agent_e3fcf took time to rest and feels more at peace.,hopeful,empathetic
189,rest,Agent_3d10e took time to rest and feels more at peace.,hopeful,cautious
189,training,"Agent_f5759 trained in the village: +1 health, +1 attack, +0 defense.",hopeful,brave
189,intent,Agent_65c82 is preparing to fight the Entity.,hopeful,brave
190,intent,Agent_dc6cb is preparing to fight the Entity.,calm,curious
190,intent,Agent_07080 is preparing to fight the Entity.,hopeful,brave
190,training,"Agent_7077c trained in the village: +2 health, +0 attack, +0 defense.",hopeful,empathetic
190,rest,Agent_09019 took time to rest and feels more at peace.,hopeful,aggressive
190,intent,Agent_a1e8a is preparing to fight the Entity.,hopeful,aggressive
190,intent,Agent_86364 is preparing to fight the Entity.,determined,brave
190,training,"Agent_7d1ba trained in the village: +2 health, +1 attack, +0 defense.",determined,curious
190,intent,Agent_248d7 is preparing to fight the Entity.,hopeful,cautious
190,training,"Agent_9f46d trained in the village: +1 health, +1 attack, +0 defense.",determined,aggressive
190,rest,Agent_e3fcf took time to rest and feels more at peace.,hopeful,empathetic
190,intent,Agent_65c82 is preparing to fight the Entity.,hopeful,brave
191,rest,Agent_dc6cb took time to rest and feels more at peace.,calm,curious
191,training,"Agent_07080 trained in the village: +2 health, +0 attack, +1 defense.",hopeful,brave
191,training,"Agent_7077c trained in the village: +1 health, +1 attack, +1 defense.",hopeful,empathetic
191,intent,Agent_09019 is preparing to fight the Entity.,hopeful,aggressive
191,intent,Agent_a1e8a is preparing to fight the Entity.,hopeful,aggressive
191,training,"Agent_86364 trained in the village: +2 health, +1 attack, +1 defense.",determined,brave
191,training,"Agent_7d1ba trained in the village: +1 health, +0 attack, +1 defense.",determined,curious
191,rest,Agent_b32fa took time to rest and feels more at peace.,hopeful,cautious
191,intent,Agent_248d7 is preparing to fight the Entity.,hopeful,cautious
191,intent,Agent_2ad13 is preparing to fight the Entity.,hopeful,brave
191,training,"Agent_9f46d trained in the village: +2 health, +0 attack, +0 defense.",determined,aggressive
191,rest,Agent_cd3a2 took time to rest and feels more at peace.,hopeful,curious
191,rest,Agent_e3fcf took time to rest and feels more at peace.,hopeful,empathetic
191,rest,Agent_3d10e took time to rest and feels more at peace.,hopeful,cautious
191,training,"Agent_65c82 trained in the village: +1 health, +0 attack, +1 defense.",hopeful,brave
192,intent,Agent_07080 is preparing to fight the Entity.,hopeful,brave
192,training,"Agent_7077c trained in the village: +2 health, +1 attack, +0 defense.",hopeful,empathetic
192,training,"Agent_09019 trained in the village: +1 health, +0 attack, +1 defense.",hopeful,aggressive
192,intent,Agent_a1e8a is preparing to fight the Entity.,hopeful,aggressive
192,training,"Agent_86364 trained in the village: +2 health, +1 attack, +1 defense.",determined,brave
192,training,"Agent_7d1ba trained in the village: +2 health, +1 attack, +1 defense.",determined,curious
192,intent,Agent_b32fa is preparing to fight the Entity.,hopeful,cautious
192,training,"Agent_2ad13 trained in the village: +1 health, +0 attack, +0 defense.",hopeful,brave
192,intent,Agent_9f46d is preparing to fight the Entity.,determined,aggressive
192,rest,Agent_cd3a2 took time to rest and feels more at peace.,hopeful,curious
192,rest,Agent_e3fcf took time to rest and feels more at peace.,hopeful,empathetic
192,training,"Agent_65c82 trained in the village: +2 health, +0 attack, +0 defense.",hopeful,brave
192,entity_attack,Entity killed Agent_2ad13 while defending herself.,N/A,N/A
192,travel_to_entity,"Agent_07080 traveled to the Entity: -12 HP, +7 days.",afraid,brave
192,travel_to_entity,"Agent_86364 traveled to the Entity: -13 HP, +10 days.",afraid,brave
192,travel_to_entity,"Agent_9f46d traveled to the Entity: -8 HP, +8 days.",afraid,aggressive
192,entity_defense,Entity killed Agent_9f46d while defending herself.,N/A,N/A
193,dialogue,"Agent_65c82 talks with Agent_dc6cb: ""Agent_65c82: Agent_dc6cb, have you heard any news about the Entity?""",anxious,brave
193,dialogue,"Agent_7d1ba talks with Agent_a1e8a: ""---""",determined,curious
193,dialogue,"Agent_248d7 talks with Agent_09019: ""---""",anxious,cautious
193,dialogue,"Agent_cd3a2 talks with Agent_a1e8a: ""Agent_cd3a2: Hey, what's up? I was just thinking about how much we have to worry about the Entity.""",anxious,curious
193,dialogue,"Agent_07080 talks with Agent_248d7: ""---""",afraid,brave
193,dialogue,"Agent_a1e8a talks with Agent_1164b: ""---""",afraid,aggressive
193,dialogue,"Agent_7077c talks with Agent_65c82: ""---""",anxious,empathetic
193,dialogue,"Agent_dc6cb talks with Agent_09019: ""---""",afraid,curious
193,dialogue,"Agent_09019 talks with Agent_1164b: ""Agent_09019: (aggressively) Agent_1164b, this is Agent_09019. I'm afraid the Entity will reach us soon. We have to find a way to survive.""",afraid,aggressive
193,dialogue,"Agent_86364 talks with Agent_dc6cb: ""Agent_86364: I'm glad you're here. I think we need to strategize. The Entity is getting closer and we need a plan.""",anxious,brave
193,dialogue,"Agent_e3fcf talks with Agent_09019: ""---""",afraid,empathetic
193,dialogue,"Agent_b32fa talks with Agent_09019: ""---""",anxious,cautious
193,dialogue,"Agent_f5759 talks with Agent_07080: ""Agent_07080: ""Hey, Agent_f5759. I don't think anyone knows that the Entity is back. The Entity has been erasing people for 50 years now, but no one knows what's going on. It's like the Entity is watching us, waiting for the right time to strike.""""",anxious,brave
193,dialogue,"Agent_1164b talks with Agent_3d10e: ""---""",afraid,curious
193,dialogue,"Agent_3d10e talks with Agent_f5759: ""---""",afraid,cautious
193,training,"Agent_65c82 trained in the village: +1 health, +0 attack, +1 defense.",determined,brave
193,intent,Agent_7d1ba is preparing to fight the Entity.,determined,curious
193,intent,Agent_248d7 is preparing to fight the Entity.,anxious,cautious
193,training,"Agent_07080 trained in the village: +2 health, +1 attack, +0 defense.",determined,brave
193,intent,Agent_a1e8a is preparing to fight the Entity.,afraid,aggressive
193,training,"Agent_7077c trained in the village: +2 health, +1 attack, +1 defense.",determined,empathetic
193,intent,Agent_09019 is preparing to fight the Entity.,afraid,aggressive
193,intent,Agent_86364 is preparing to fight the Entity.,anxious,brave
193,intent,Agent_b32fa is preparing to fight the Entity.,anxious,cautious
193,training,"Agent_3d10e trained in the village: +1 health, +0 attack, +0 defense.",determined,cautious
194,intent,Agent_dc6cb is preparing to fight the Entity.,afraid,curious
194,intent,Agent_07080 is preparing to fight the Entity.,determined,brave
194,intent,Agent_7077c is preparing to fight the Entity.,determined,empathetic
194,rest,Agent_09019 took time to rest and feels more at peace.,calm,aggressive
194,intent,Agent_a1e8a is preparing to fight the Entity.,afraid,aggressive
194,training,"Agent_86364 trained in the village: +1 health, +1 attack, +1 defense.",determined,brave
194,intent,Agent_b32fa is preparing to fight the Entity.,anxious,cautious
194,rest,Agent_248d7 took time to rest and feels more at peace.,calm,cautious
194,training,"Agent_e3fcf trained in the village: +1 health, +1 attack, +0 defense.",determined,empathetic
194,training,"Agent_3d10e trained in the village: +2 health, +0 attack, +1 defense.",determined,cautious
194,intent,Agent_f5759 is preparing to fight the Entity.,anxious,brave
194,training,"Agent_65c82 trained in the village: +1 health, +0 attack, +0 defense.",determined,brave
195,rest,Agent_dc6cb took time to rest and feels more at peace.,calm,curious
195,intent,Agent_07080 is preparing to fight the Entity.,determined,brave
195,training,"Agent_7077c trained in the village: +2 health, +0 attack, +0 defense.",determined,empathetic
195,intent,Agent_a1e8a is preparing to fight the Entity.,afraid,aggressive
195,intent,Agent_86364 is preparing to fight the Entity.,determined,brave
195,intent,Agent_7d1ba is preparing to fight the Entity.,determined,curious
195,intent,Agent_b32fa is preparing to fight the Entity.,anxious,cautious
195,training,"Agent_248d7 trained in the village: +2 health, +1 attack, +1 defense.",hopeful,cautious
195,rest,Agent_e3fcf took time to rest and feels more at peace.,determined,empathetic
195,intent,Agent_3d10e is preparing to fight the Entity.,determined,cautious
195,rest,Agent_f5759 took time to rest and feels more at peace.,calm,brave
195,intent,Agent_65c82 is preparing to fight the Entity.,determined,brave
196,intent,Agent_dc6cb is preparing to fight the Entity.,calm,curious
196,intent,Agent_07080 is preparing to fight the Entity.,determined,brave
196,training,"Agent_7077c trained in the village: +1 health, +0 attack, +0 defense.",determined,empathetic
196,training,"Agent_a1e8a trained in the village: +1 health, +0 attack, +1 defense.",determined,aggressive
196,training,"Agent_86364 trained in the village: +1 health, +0 attack, +1 defense.",determined,brave
196,intent,Agent_b32fa is preparing to fight the Entity.,anxious,cautious
196,rest,Agent_cd3a2 took time to rest and feels more at peace.,calm,curious
196,rest,Agent_e3fcf took time to rest and feels more at peace.,determined,empathetic
196,training,"Agent_3d10e trained in the village: +2 health, +1 attack, +0 defense.",determined,cautious
196,training,"Agent_65c82 trained in the village: +1 health, +0 attack, +1 defense.",determined,brave
197,intent,Agent_07080 is preparing to fight the Entity.,determined,brave
197,training,"Agent_7077c trained in the village: +2 health, +1 attack, +0 defense.",determined,empathetic
197,training,"Agent_09019 trained in the village: +2 health, +1 attack, +1 defense.",hopeful,aggressive
197,training,"Agent_86364 trained in the village: +2 health, +1 attack, +0 defense.",determined,brave
197,rest,Agent_1164b took time to rest and feels more at peace.,calm,curious
197,training,"Agent_7d1ba trained in the village: +2 health, +1 attack, +1 defense.",determined,curious
197,intent,Agent_b32fa is preparing to fight the Entity.,anxious,cautious
197,training,"Agent_248d7 trained in the village: +2 health, +0 attack, +0 defense.",hopeful,cautious
197,rest,Agent_cd3a2 took time to rest and feels more at peace.,calm,curious
197,rest,Agent_e3fcf took time to rest and feels more at peace.,determined,empathetic
197,rest,Agent_f5759 took time to rest and feels more at peace.,calm,brave
197,rest,Agent_65c82 took time to rest and feels more at peace.,determined,brave
198,rest,Agent_dc6cb took time to rest and feels more at peace.,calm,curious
198,training,"Agent_07080 trained in the village: +1 health, +1 attack, +0 defense.",determined,brave
198,intent,Agent_7077c is preparing to fight the Entity.,determined,empathetic
198,intent,Agent_09019 is preparing to fight the Entity.,hopeful,aggressive
198,training,"Agent_a1e8a trained in the village: +1 health, +1 attack, +1 defense.",determined,aggressive
198,training,"Agent_7d1ba trained in the village: +1 health, +0 attack, +1 defense.",determined,curious
198,training,"Agent_248d7 trained in the village: +2 health, +0 attack, +1 defense.",hopeful,cautious
198,rest,Agent_cd3a2 took time to rest and feels more at peace.,calm,curious
198,rest,Agent_e3fcf took time to rest and feels more at peace.,determined,empathetic
198,training,"Agent_65c82 trained in the village: +2 health, +0 attack, +1 defense.",determined,brave
199,training,"Agent_07080 trained in the village: +2 health, +1 attack, +0 defense.",determined,brave
199,intent,Agent_7077c is preparing to fight the Entity.,determined,empathetic
199,intent,Agent_a1e8a is preparing to fight the Entity.,determined,aggressive
199,training,"Agent_86364 trained in the village: +1 health, +0 attack, +1 defense.",determined,brave
199,intent,Agent_7d1ba is preparing to fight the Entity.,determined,curious
199,rest,Agent_cd3a2 took time to rest and feels more at peace.,calm,curious
199,rest,Agent_e3fcf took time to rest and feels more at peace.,determined,empathetic
199,intent,Agent_3d10e is preparing to fight the Entity.,determined,cautious
199,intent,Agent_65c82 is preparing to fight the Entity.,determined,brave
200,training,"Agent_07080 trained in the village: +2 health, +0 attack, +1 defense.",determined,brave
200,training,"Agent_7077c trained in the village: +2 health, +1 attack, +1 defense.",determined,empathetic
200,training,"Agent_09019 trained in the village: +1 health, +1 attack, +0 defense.",hopeful,aggressive
200,intent,Agent_a1e8a is preparing to fight the Entity.,determined,aggressive
200,training,"Agent_86364 trained in the village: +2 health, +1 attack, +0 defense.",determined,brave
200,training,"Agent_7d1ba trained in the village: +1 health, +0 attack, +1 defense.",determined,curious
200,intent,Agent_b32fa is preparing to fight the Entity.,anxious,cautious
200,rest,Agent_cd3a2 took time to rest and feels more at peace.,calm,curious
200,rest,Agent_e3fcf took time to rest and feels more at peace.,determined,empathetic
200,intent,Agent_3d10e is preparing to fight the Entity.,determined,cautious
200,intent,Agent_f5759 is preparing to fight the Entity.,calm,brave
200,intent,Agent_65c82 is preparing to fight the Entity.,determined,brave
201,rest,Agent_07080 took time to rest and feels more at peace.,determined,brave
201,training,"Agent_7077c trained in the village: +2 health, +1 attack, +0 defense.",determined,empathetic
201,training,"Agent_a1e8a trained in the village: +1 health, +1 attack, +1 defense.",determined,aggressive
201,training,"Agent_86364 trained in the village: +1 health, +1 attack, +0 defense.",determined,brave
201,intent,Agent_1164b is preparing to fight the Entity.,calm,curious
201,training,"Agent_7d1ba trained in the village: +2 health, +1 attack, +0 defense.",determined,curious
201,training,"Agent_b32fa trained in the village: +2 health, +1 attack, +0 defense.",determined,cautious
201,rest,Agent_e3fcf took time to rest and feels more at peace.,determined,empathetic
202,training,"Agent_dc6cb trained in the village: +2 health, +0 attack, +0 defense.",determined,curious
202,training,"Agent_07080 trained in the village: +2 health, +0 attack, +0 defense.",determined,brave
202,training,"Agent_7077c trained in the village: +1 health, +1 attack, +0 defense.",determined,empathetic
202,rest,Agent_09019 took time to rest and feels more at peace.,hopeful,aggressive
202,intent,Agent_a1e8a is preparing to fight the Entity.,determined,aggressive
202,intent,Agent_86364 is preparing to fight the Entity.,determined,brave
202,intent,Agent_7d1ba is preparing to fight the Entity.,determined,curious
202,intent,Agent_b32fa is preparing to fight the Entity.,determined,cautious
202,training,"Agent_248d7 trained in the village: +2 health, +0 attack, +0 defense.",hopeful,cautious
202,rest,Agent_cd3a2 took time to rest and feels more at peace.,calm,curious
202,rest,Agent_e3fcf took time to rest and feels more at peace.,determined,empathetic
202,rest,Agent_3d10e took time to rest and feels more at peace.,determined,cautious
202,training,"Agent_f5759 trained in the village: +2 health, +1 attack, +0 defense.",calm,brave
202,training,"Agent_65c82 trained in the village: +2 health, +0 attack, +1 defense.",determined,brave
203,rest,Agent_dc6cb took time to rest and feels more at peace.,determined,curious
203,intent,Agent_07080 is preparing to fight the Entity.,determined,brave
203,training,"Agent_7077c trained in the village: +2 health, +0 attack, +0 defense.",determined,empathetic
203,training,"Agent_a1e8a trained in the village: +2 health, +0 attack, +1 defense.",determined,aggressive
203,intent,Agent_86364 is preparing to fight the Entity.,determined,brave
203,rest,Agent_1164b took time to rest and feels more at peace.,calm,curious
203,training,"Agent_7d1ba trained in the village: +2 health, +1 attack, +0 defense.",determined,curious
203,training,"Agent_248d7 trained in the village: +2 health, +1 attack, +1 defense.",hopeful,cautious
203,rest,Agent_e3fcf took time to rest and feels more at peace.,determined,empathetic
203,intent,Agent_3d10e is preparing to fight the Entity.,determined,cautious
203,rest,Agent_f5759 took time to rest and feels more at peace.,calm,brave
203,training,"Agent_65c82 trained in the village: +2 health, +0 attack, +0 defense.",determined,brave
204,rest,Agent_dc6cb took time to rest and feels more at peace.,determined,curious
204,training,"Agent_07080 trained in the village: +2 health, +1 attack, +1 defense.",determined,brave
204,training,"Agent_a1e8a trained in the village: +1 health, +0 attack, +0 defense.",determined,aggressive
204,intent,Agent_86364 is preparing to fight the Entity.,determined,brave
204,rest,Agent_1164b took time to rest and feels more at peace.,calm,curious
204,intent,Agent_7d1ba is preparing to fight the Entity.,determined,curious
204,intent,Agent_b32fa is preparing to fight the Entity.,determined,cautious
204,intent,Agent_248d7 is preparing to fight the Entity.,hopeful,cautious
204,rest,Agent_e3fcf took time to rest and feels more at peace.,determined,empathetic
204,training,"Agent_65c82 trained in the village: +2 health, +1 attack, +0 defense.",determined,brave
204,entity_attack,Entity killed Agent_e3fcf while defending herself.,N/A,N/A
204,travel_to_entity,"Agent_07080 traveled to the Entity: -15 HP, +5 days.",anxious,brave
204,travel_to_entity,"Agent_a1e8a traveled to the Entity: -9 HP, +9 days.",anxious,aggressive
204,travel_to_entity,"Agent_b32fa traveled to the Entity: -15 HP, +5 days.",anxious,cautious
204,travel_to_entity,"Agent_248d7 traveled to the Entity: -15 HP, +7 days.",anxious,cautious
204,entity_defense,Entity killed Agent_07080 while defending herself.,N/A,N/A
205,dialogue,"Agent_dc6cb talks with Agent_09019: ""Agent_dc6cb: Hey, what's up?
Agent_09019: Not much, just trying to figure out how to survive this year.
Agent_dc6cb: Yeah, I hear you. But we gotta stay hopeful, right?
Agent_09019: I know, it's just hard sometimes. But I'm glad we have each other.
Agent_dc6cb: Absolutely. We can rely on each other for support.
Agent_09019: I'm just worried about what the future holds.
Agent_dc6cb: Well, we can't control everything, but we can control how we respond to""",anxious,curious
205,dialogue,"Agent_b32fa talks with Agent_dc6cb: ""Agent_b32fa: ""Hello Agent_dc6cb, I trust you are also afraid of the Entity?""
Agent_dc6cb: ""Yes, Agent_b32fa. I can't imagine a better way to die. I hope we can survive this together.""
Agent_b32fa: ""We have no choice but to adapt and find a way to outsmart the Entity. We need to keep low, blend in, and stay alert.""
Agent_dc6cb: ""I agree. We should also consider our daily routines and look for ways to minimize our exposure to the Entity. For example, we can try to hide in public places or change""",afraid,cautious
205,dialogue,"Agent_1164b talks with Agent_65c82: ""---""",hopeful,curious
205,dialogue,"Agent_09019 talks with Agent_65c82: ""---""",anxious,aggressive
205,dialogue,"Agent_7d1ba talks with Agent_3d10e: ""---""",afraid,curious
205,dialogue,"Agent_cd3a2 talks with Agent_7d1ba: ""---""",anxious,curious
205,dialogue,"Agent_65c82 talks with Agent_cd3a2: ""Agent_65c82: Hey, Agent_cd3a2. The Entity is getting closer and closer. It's getting harder to hide.""",determined,brave
205,dialogue,"Agent_7077c talks with Agent_1164b: ""---""",hopeful,empathetic
205,dialogue,"Agent_a1e8a talks with Agent_09019: ""Agent_a1e8a: Hey Agent_09019, how are you doing today?
Agent_09019: Hello Agent_a1e8a. I'm doing my best. My mental state is fearful, but I try to keep my hope alive.
Agent_a1e8a: I understand how you feel. The Entity is a dangerous threat to our existence. We need to be cautious and always ready to fight.
Agent_09019: Yes, but it's hard to keep a positive outlook when we know that our days are numbered.
Agent_a1e8a: It's true, but""",afraid,aggressive
205,dialogue,"Agent_3d10e talks with Agent_a1e8a: ""---""",afraid,cautious
205,dialogue,"Agent_f5759 talks with Agent_65c82: ""---""",afraid,brave
205,dialogue,"Agent_86364 talks with Agent_1164b: ""---""",hopeful,brave
205,dialogue,"Agent_248d7 talks with Agent_3d10e: ""---""",anxious,cautious
205,intent,Agent_b32fa is preparing to fight the Entity.,afraid,cautious
205,rest,Agent_1164b took time to rest and feels more at peace.,hopeful,curious
205,rest,Agent_09019 took time to rest and feels more at peace.,calm,aggressive
205,training,"Agent_7d1ba trained in the village: +2 health, +0 attack, +0 defense.",determined,curious
205,rest,Agent_cd3a2 took time to rest and feels more at peace.,calm,curious
205,intent,Agent_65c82 is preparing to fight the Entity.,determined,brave
205,intent,Agent_7077c is preparing to fight the Entity.,hopeful,empathetic
205,training,"Agent_a1e8a trained in the village: +2 health, +1 attack, +1 defense.",determined,aggressive
205,rest,Agent_f5759 took time to rest and feels more at peace.,calm,brave
205,rest,Agent_86364 took time to rest and feels more at peace.,hopeful,brave
205,intent,Agent_248d7 is preparing to fight the Entity.,anxious,cautious
206,rest,Agent_7077c took time to rest and feels more at peace.,hopeful,empathetic
206,training,"Agent_09019 trained in the village: +2 health, +1 attack, +1 defense.",calm,aggressive
206,training,"Agent_a1e8a trained in the village: +1 health, +1 attack, +1 defense.",determined,aggressive
206,intent,Agent_86364 is preparing to fight the Entity.,hopeful,brave
206,training,"Agent_7d1ba trained in the village: +1 health, +0 attack, +1 defense.",determined,curious
206,training,"Agent_b32fa trained in the village: +2 health, +1 attack, +1 defense.",determined,cautious
206,training,"Agent_248d7 trained in the village: +1 health, +1 attack, +1 defense.",determined,cautious
206,rest,Agent_3d10e took time to rest and feels more at peace.,calm,cautious
206,training,"Agent_f5759 trained in the village: +1 health, +1 attack, +0 defense.",hopeful,brave
206,training,"Agent_65c82 trained in the village: +1 health, +0 attack, +0 defense.",determined,brave
207,rest,Agent_dc6cb took time to rest and feels more at peace.,calm,curious
207,intent,Agent_7077c is preparing to fight the Entity.,hopeful,empathetic
207,intent,Agent_09019 is preparing to fight the Entity.,calm,aggressive
207,training,"Agent_a1e8a trained in the village: +2 health, +1 attack, +1 defense.",determined,aggressive
207,training,"Agent_86364 trained in the village: +2 health, +1 attack, +0 defense.",hopeful,brave
207,rest,Agent_1164b took time to rest and feels more at peace.,hopeful,curious
207,intent,Agent_7d1ba is preparing to fight the Entity.,determined,curious
207,training,"Agent_248d7 trained in the village: +2 health, +0 attack, +1 defense.",determined,cautious
207,rest,Agent_3d10e took time to rest and feels more at peace.,calm,cautious
207,training,"Agent_f5759 trained in the village: +1 health, +0 attack, +0 defense.",hopeful,brave
207,intent,Agent_65c82 is preparing to fight the Entity.,determined,brave
208,rest,Agent_dc6cb took time to rest and feels more at peace.,calm,curious
208,intent,Agent_7077c is preparing to fight the Entity.,hopeful,empathetic
208,training,"Agent_09019 trained in the village: +1 health, +1 attack, +1 defense.",determined,aggressive
208,training,"Agent_a1e8a trained in the village: +2 health, +1 attack, +1 defense.",determined,aggressive
208,training,"Agent_86364 trained in the village: +1 health, +1 attack, +1 defense.",hopeful,brave
208,rest,Agent_1164b took time to rest and feels more at peace.,hopeful,curious
208,intent,Agent_7d1ba is preparing to fight the Entity.,determined,curious
208,training,"Agent_b32fa trained in the village: +2 health, +0 attack, +0 defense.",determined,cautious
208,intent,Agent_248d7 is preparing to fight the Entity.,determined,cautious
208,rest,Agent_cd3a2 took time to rest and feels more at peace.,calm,curious
208,training,"Agent_3d10e trained in the village: +2 health, +0 attack, +1 defense.",hopeful,cautious
208,training,"Agent_65c82 trained in the village: +1 health, +1 attack, +0 defense.",determined,brave
209,intent,Agent_a1e8a is preparing to fight the Entity.,determined,aggressive
209,intent,Agent_7d1ba is preparing to fight the Entity.,determined,curious
209,rest,Agent_b32fa took time to rest and feels more at peace.,determined,cautious
209,training,"Agent_248d7 trained in the village: +1 health, +0 attack, +1 defense.",determined,cautious
209,intent,Agent_3d10e is preparing to fight the Entity.,hopeful,cautious
209,training,"Agent_f5759 trained in the village: +1 health, +1 attack, +0 defense.",hopeful,brave
209,intent,Agent_65c82 is preparing to fight the Entity.,determined,brave
210,intent,Agent_dc6cb is preparing to fight the Entity.,calm,curious
210,training,"Agent_7077c trained in the village: +1 health, +1 attack, +0 defense.",hopeful,empathetic
210,intent,Agent_86364 is preparing to fight the Entity.,hopeful,brave
210,training,"Agent_7d1ba trained in the village: +1 health, +1 attack, +0 defense.",determined,curious
210,rest,Agent_b32fa took time to rest and feels more at peace.,determined,cautious
210,training,"Agent_248d7 trained in the village: +1 health, +1 attack, +1 defense.",determined,cautious
210,intent,Agent_65c82 is preparing to fight the Entity.,determined,brave
211,training,"Agent_7077c trained in the village: +2 health, +0 attack, +0 defense.",hopeful,empathetic
211,intent,Agent_a1e8a is preparing to fight the Entity.,determined,aggressive
211,intent,Agent_86364 is preparing to fight the Entity.,hopeful,brave
211,rest,Agent_1164b took time to rest and feels more at peace.,hopeful,curious
211,rest,Agent_7d1ba took time to rest and feels more at peace.,determined,curious
211,intent,Agent_248d7 is preparing to fight the Entity.,determined,cautious
211,rest,Agent_3d10e took time to rest and feels more at peace.,hopeful,cautious
211,intent,Agent_f5759 is preparing to fight the Entity.,hopeful,brave
211,training,"Agent_65c82 trained in the village: +2 health, +0 attack, +1 defense.",determined,brave
212,intent,Agent_7077c is preparing to fight the Entity.,hopeful,empathetic
212,intent,Agent_a1e8a is preparing to fight the Entity.,determined,aggressive
212,intent,Agent_86364 is preparing to fight the Entity.,hopeful,brave
212,intent,Agent_7d1ba is preparing to fight the Entity.,determined,curious
212,training,"Agent_b32fa trained in the village: +1 health, +0 attack, +1 defense.",determined,cautious
212,intent,Agent_248d7 is preparing to fight the Entity.,determined,cautious
212,rest,Agent_cd3a2 took time to rest and feels more at peace.,calm,curious
212,training,"Agent_f5759 trained in the village: +1 health, +0 attack, +0 defense.",hopeful,brave
212,intent,Agent_65c82 is preparing to fight the Entity.,determined,brave
213,intent,Agent_7077c is preparing to fight the Entity.,hopeful,empathetic
213,rest,Agent_09019 took time to rest and feels more at peace.,determined,aggressive
213,intent,Agent_a1e8a is preparing to fight the Entity.,determined,aggressive
213,intent,Agent_86364 is preparing to fight the Entity.,hopeful,brave
213,rest,Agent_1164b took time to rest and feels more at peace.,hopeful,curious
213,training,"Agent_7d1ba trained in the village: +2 health, +1 attack, +1 defense.",determined,curious
213,rest,Agent_b32fa took time to rest and feels more at peace.,determined,cautious
213,intent,Agent_248d7 is preparing to fight the Entity.,determined,cautious
213,rest,Agent_cd3a2 took time to rest and feels more at peace.,calm,curious
213,rest,Agent_3d10e took time to rest and feels more at peace.,hopeful,cautious
213,training,"Agent_65c82 trained in the village: +1 health, +1 attack, +0 defense.",determined,brave
214,rest,Agent_dc6cb took time to rest and feels more at peace.,calm,curious
214,training,"Agent_7077c trained in the village: +2 health, +1 attack, +1 defense.",hopeful,empathetic
214,training,"Agent_09019 trained in the village: +2 health, +1 attack, +1 defense.",determined,aggressive
214,training,"Agent_a1e8a trained in the village: +1 health, +0 attack, +0 defense.",determined,aggressive
214,intent,Agent_86364 is preparing to fight the Entity.,hopeful,brave
214,intent,Agent_1164b is preparing to fight the Entity.,hopeful,curious
214,intent,Agent_7d1ba is preparing to fight the Entity.,determined,curious
214,intent,Agent_b32fa is preparing to fight the Entity.,determined,cautious
214,intent,Agent_248d7 is preparing to fight the Entity.,determined,cautious
214,rest,Agent_3d10e took time to rest and feels more at peace.,hopeful,cautious
